cell_id,Cycle,C_rate_mean,C_rate_max,Charge_Ah,Discharge_Ah,Coulombic_Efficiency_%,Cycle_Duration_s,Energy_Throughput_Wh,Temp_Min_C,Temp_Mean_C,Temp_Max_C,Num_points,Delta_Q
Cell_2,70,1.4147593718338398,3.6025,0.391,0.387,98.9769820971867,990.0,2.877256939361111,,,,987,-0.01100000000000001
Cell_2,71,1.4097884028484233,3.6025,0.386,0.385,99.74093264248705,985.0,2.8468803352777776,,,,983,-0.0020000000000000018
Cell_2,72,1.4060671414038657,3.6025,0.385,0.381,98.96103896103897,984.0,2.840318600361111,,,,983,-0.0040000000000000036
Cell_2,73,1.380862051282051,3.6025,0.372,0.372,100.0,972.0,2.749533882111111,,,,975,-0.009000000000000008
Cell_2,74,1.3693284974093263,3.6035,0.369,0.367,99.45799457994579,968.0,2.7218408298611108,,,,965,-0.0050000000000000044
Cell_2,75,1.3784599375650364,3.6025,0.37,0.366,98.91891891891892,969.0,2.728056374444444,,,,961,-0.0010000000000000009
Cell_2,76,1.3451356993736954,3.6025,0.362,0.36,99.4475138121547,961.0,2.66103682775,,,,958,-0.006000000000000005
Cell_2,77,1.3376043841336116,3.6035,0.358,0.354,98.88268156424581,957.0,2.6454011680277776,,,,958,-0.006000000000000005
Cell_2,78,1.3271664915966384,3.6015,0.352,0.351,99.7159090909091,951.0,2.601881858333333,,,,952,-0.0030000000000000027
Cell_2,79,1.3254417989417988,3.6015,0.35,0.349,99.71428571428571,951.0,2.586893001972222,,,,945,-0.0020000000000000018
Cell_2,80,1.315332097457627,3.6025,0.345,0.343,99.42028985507247,944.0,2.5475871633611114,,,,944,-0.00599999999999995
Cell_2,81,1.3092200424178158,3.6035,0.344,0.339,98.546511627907,942.0,2.5273844511666668,,,,943,-0.0040000000000000036
Cell_2,82,1.293246801705757,3.6025,0.339,0.337,99.41002949852508,938.0,2.489481884888889,,,,938,-0.0020000000000000018
Cell_2,83,1.2768879957127544,3.6025,0.334,0.331,99.10179640718563,934.0,2.4682180210555558,,,,933,-0.006000000000000005
Cell_2,84,1.2747696447793324,3.6025,0.332,0.329,99.09638554216868,930.0,2.4439082184444443,,,,929,-0.0020000000000000018
Cell_2,85,1.277257281553398,3.6015,0.331,0.328,99.09365558912387,930.0,2.4378354875555557,,,,927,-0.0010000000000000009
Cell_2,86,1.2505849673202611,3.6015,0.318,0.317,99.68553459119497,918.0,2.346207020083333,,,,918,-0.01100000000000001
Cell_2,87,1.2701100217864922,3.6015,0.325,0.322,99.07692307692308,924.0,2.39214159725,,,,918,0.0050000000000000044
Cell_2,88,1.2193934878587198,3.6025,0.311,0.309,99.35691318327974,910.0,2.287812778083333,,,,906,-0.013000000000000012
Cell_2,89,1.237524563318777,3.6015,0.317,0.313,98.73817034700315,916.0,2.341431536111111,,,,916,0.0040000000000000036
Cell_2,90,1.2269890350877195,3.6025,0.311,0.309,99.35691318327974,910.0,2.280008848333333,,,,912,-0.0040000000000000036
Cell_2,91,1.2166558370044054,3.6015,0.307,0.307,100.0,907.0,2.280140465833333,,,,908,-0.0020000000000000018
Cell_2,92,1.2180719026548672,3.6005,0.306,0.304,99.34640522875817,906.0,2.262826325861111,,,,904,-0.0030000000000000027
Cell_2,93,1.195414158305463,3.6005,0.304,0.302,99.3421052631579,903.0,2.236154436888889,,,,897,-0.0020000000000000018
Cell_2,94,1.1981170921198665,3.6005,0.302,0.299,99.00662251655629,901.0,2.2282220464444444,,,,901,-0.0030000000000000027
Cell_2,95,1.1980887902330744,3.6015,0.299,0.297,99.33110367892976,898.0,2.1986320089999998,,,,901,-0.0020000000000000018
Cell_2,96,1.196912680756396,3.6025,0.298,0.296,99.32885906040269,898.0,2.1921586462222225,,,,899,-0.0010000000000000009
Cell_2,97,1.1753585011185683,3.6025,0.293,0.289,98.63481228668942,891.0,2.1480354138055553,,,,894,-0.007000000000000006
Cell_2,98,1.1562024886877826,3.6025,0.283,0.281,99.2932862190813,883.0,2.0875341753333334,,,,884,-0.007999999999999952
Cell_2,99,1.111592996555683,3.6025,0.272,0.269,98.89705882352942,871.0,1.9843604436111113,,,,871,-0.01200000000000001
